date,center_id,center_name,open_vial_doses_wasted,expired_doses_wasted,total_doses_wasted,doses_drawn_from_vials,wastage_rate
2021-10-10,MLD-03,Vahedieh Health Center,22,0,22,749,0.0294
2021-10-10,MLD-04,Sadeghieh-e Malard Vaccination Center,29,0,29,605,0.0479
2021-10-10,MLD-05,Chelab Rural Vaccination Center,20,0,20,435,0.046
2021-10-11,MLD-01,Malard Central Health Center,56,0,56,852,0.0657
2021-10-11,MLD-02,Sabashahr Health Center,25,0,25,797,0.0314
2021-10-11,MLD-03,Vahedieh Health Center,32,0,32,700,0.0457
2021-10-11,MLD-04,Sadeghieh-e Malard Vaccination Center,30,0,30,636,0.0472
2021-10-11,MLD-05,Chelab Rural Vaccination Center,18,0,18,529,0.034
2021-10-12,MLD-01,Malard Central Health Center,33,0,33,879,0.0375
2021-10-12,MLD-02,Sabashahr Health Center,25,0,25,791,0.0316
2021-10-12,MLD-03,Vahedieh Health Center,20,0,20,668,0.0299
2021-10-12,MLD-04,Sadeghieh-e Malard Vaccination Center,20,0,20,668,0.0299
2021-10-12,MLD-05,Chelab Rural Vaccination Center,15,0,15,502,0.0299
2021-10-13,MLD-01,Malard Central Health Center,38,0,38,909,0.0418
2021-10-13,MLD-02,Sabashahr Health Center,27,0,27,896,0.0301
2021-10-13,MLD-03,Vahedieh Health Center,21,0,21,696,0.0302
2021-10-13,MLD-04,Sadeghieh-e Malard Vaccination Center,31,0,31,595,0.0521
2021-10-13,MLD-05,Chelab Rural Vaccination Center,15,0,15,445,0.0337
2021-10-14,MLD-01,Malard Central Health Center,32,0,32,829,0.0386
2021-10-14,MLD-02,Sabashahr Health Center,27,0,27,715,0.0378
2021-10-14,MLD-03,Vahedieh Health Center,20,0,20,572,0.035
2021-10-14,MLD-04,Sadeghieh-e Malard Vaccination Center,24,0,24,503,0.0477
2021-10-14,MLD-05,Chelab Rural Vaccination Center,13,0,13,419,0.031
2021-10-15,MLD-01,Malard Central Health Center,21,0,21,306,0.0686
2021-10-15,MLD-02,Sabashahr Health Center,20,0,20,282,0.0709
2021-10-15,MLD-03,Vahedieh Health Center,14,0,14,248,0.0565
2021-10-15,MLD-04,Sadeghieh-e Malard Vaccination Center,23,0,23,262,0.0878
2021-10-15,MLD-05,Chelab Rural Vaccination Center,15,0,15,183,0.082
2021-10-16,MLD-01,Malard Central Health Center,38,0,38,899,0.0423
2021-10-16,MLD-02,Sabashahr Health Center,26,0,26,869,0.0299
2021-10-16,MLD-03,Vahedieh Health Center,21,0,21,684,0.0307
2021-10-16,MLD-04,Sadeghieh-e Malard Vaccination Center,33,0,33,604,0.0546
2021-10-16,MLD-05,Chelab Rural Vaccination Center,22,0,22,487,0.0452
2021-10-17,MLD-01,Malard Central Health Center,46,0,46,885,0.052
2021-10-17,MLD-02,Sabashahr Health Center,52,0,52,898,0.0579
2021-10-17,MLD-03,Vahedieh Health Center,24,0,24,793,0.0303
2021-10-17,MLD-04,Sadeghieh-e Malard Vaccination Center,30,0,30,568,0.0528
2021-10-17,MLD-05,Chelab Rural Vaccination Center,35,0,35,436,0.0803
2021-10-18,MLD-01,Malard Central Health Center,36,0,36,924,0.039
2021-10-18,MLD-02,Sabashahr Health Center,35,0,35,829,0.0422
2021-10-18,MLD-03,Vahedieh Health Center,40,0,40,659,0.0607
2021-10-18,MLD-04,Sadeghieh-e Malard Vaccination Center,29,0,29,697,0.0416
2021-10-18,MLD-05,Chelab Rural Vaccination Center,14,0,14,431,0.0325
2021-10-19,MLD-01,Malard Central Health Center,32,0,32,964,0.0332
2021-10-19,MLD-02,Sabashahr Health Center,64,0,64,831,0.077
2021-10-19,MLD-03,Vahedieh Health Center,22,0,22,586,0.0375
2021-10-19,MLD-04,Sadeghieh-e Malard Vaccination Center,21,0,21,707,0.0297
2021-10-19,MLD-05,Chelab Rural Vaccination Center,15,0,15,504,0.0298
2021-10-20,MLD-01,Malard Central Health Center,26,0,26,852,0.0305
2021-10-20,MLD-02,Sabashahr Health Center,26,0,26,867,0.03
2021-10-20,MLD-03,Vahedieh Health Center,44,0,44,653,0.0674
2021-10-20,MLD-04,Sadeghieh-e Malard Vaccination Center,21,0,21,688,0.0305
2021-10-20,MLD-05,Chelab Rural Vaccination Center,15,0,15,500,0.03
2021-10-21,MLD-01,Malard Central Health Center,51,0,51,769,0.0663
2021-10-21,MLD-02,Sabashahr Health Center,38,0,38,707,0.0537
2021-10-21,MLD-03,Vahedieh Health Center,26,0,26,657,0.0396
2021-10-21,MLD-04,Sadeghieh-e Malard Vaccination Center,20,0,20,543,0.0368
2021-10-21,MLD-05,Chelab Rural Vaccination Center,20,0,20,401,0.0499
2021-10-22,MLD-01,Malard Central Health Center,22,0,22,345,0.0638
2021-10-22,MLD-02,Sabashahr Health Center,21,0,21,268,0.0784
2021-10-22,MLD-03,Vahedieh Health Center,15,0,15,243,0.0617
2021-10-22,MLD-04,Sadeghieh-e Malard Vaccination Center,12,0,12,224,0.0536
2021-10-22,MLD-05,Chelab Rural Vaccination Center,10,0,10,182,0.0549
2021-10-23,MLD-01,Malard Central Health Center,25,0,25,814,0.0307
2021-10-23,MLD-02,Sabashahr Health Center,25,0,25,849,0.0294
2021-10-23,MLD-03,Vahedieh Health Center,49,0,49,734,0.0668
2021-10-23,MLD-04,Sadeghieh-e Malard Vaccination Center,30,0,30,714,0.042
2021-10-23,MLD-05,Chelab Rural Vaccination Center,26,0,26,484,0.0537
2021-10-24,MLD-01,Malard Central Health Center,29,0,29,951,0.0305
2021-10-24,MLD-02,Sabashahr Health Center,52,0,52,796,0.0653
2021-10-24,MLD-03,Vahedieh Health Center,37,0,37,707,0.0523
2021-10-24,MLD-04,Sadeghieh-e Malard Vaccination Center,28,0,28,631,0.0444
2021-10-24,MLD-05,Chelab Rural Vaccination Center,16,0,16,547,0.0293
2021-10-25,MLD-01,Malard Central Health Center,27,0,27,914,0.0295
2021-10-25,MLD-02,Sabashahr Health Center,37,0,37,793,0.0467
2021-10-25,MLD-03,Vahedieh Health Center,28,0,28,688,0.0407
2021-10-25,MLD-04,Sadeghieh-e Malard Vaccination Center,21,0,21,691,0.0304
2021-10-25,MLD-05,Chelab Rural Vaccination Center,15,0,15,507,0.0296
2021-10-26,MLD-01,Malard Central Health Center,49,0,49,907,0.054
2021-10-26,MLD-02,Sabashahr Health Center,24,0,24,804,0.0299
2021-10-26,MLD-03,Vahedieh Health Center,21,0,21,691,0.0304
2021-10-26,MLD-04,Sadeghieh-e Malard Vaccination Center,44,0,44,718,0.0613
2021-10-26,MLD-05,Chelab Rural Vaccination Center,21,0,21,490,0.0429
2021-10-27,MLD-01,Malard Central Health Center,34,0,34,905,0.0376
2021-10-27,MLD-02,Sabashahr Health Center,25,0,25,827,0.0302
2021-10-27,MLD-03,Vahedieh Health Center,51,0,51,667,0.0765
2021-10-27,MLD-04,Sadeghieh-e Malard Vaccination Center,20,0,20,681,0.0294
2021-10-27,MLD-05,Chelab Rural Vaccination Center,33,0,33,555,0.0595
2021-10-28,MLD-01,Malard Central Health Center,26,0,26,849,0.0306
2021-10-28,MLD-02,Sabashahr Health Center,23,0,23,657,0.035
2021-10-28,MLD-03,Vahedieh Health Center,27,0,27,662,0.0408
2021-10-28,MLD-04,Sadeghieh-e Malard Vaccination Center,26,0,26,527,0.0493
2021-10-28,MLD-05,Chelab Rural Vaccination Center,21,0,21,412,0.051
2021-10-29,MLD-01,Malard Central Health Center,30,0,30,380,0.0789
2021-10-29,MLD-02,Sabashahr Health Center,13,0,13,279,0.0466
2021-10-29,MLD-03,Vahedieh Health Center,18,0,18,247,0.0729
2021-10-29,MLD-04,Sadeghieh-e Malard Vaccination Center,13,0,13,225,0.0578
2021-10-29,MLD-05,Chelab Rural Vaccination Center,15,0,15,207,0.0725
2021-10-30,MLD-01,Malard Central Health Center,27,0,27,873,0.0309
2021-10-30,MLD-02,Sabashahr Health Center,75,0,75,814,0.0921
2021-10-30,MLD-03,Vahedieh Health Center,44,0,44,811,0.0543
2021-10-30,MLD-04,Sadeghieh-e Malard Vaccination Center,33,0,33,705,0.0468
2021-10-30,MLD-05,Chelab Rural Vaccination Center,18,0,18,579,0.0311
2021-10-31,MLD-01,Malard Central Health Center,30,0,30,986,0.0304
2021-10-31,MLD-02,Sabashahr Health Center,53,0,53,791,0.067
2021-10-31,MLD-03,Vahedieh Health Center,21,0,21,716,0.0293
2021-10-31,MLD-04,Sadeghieh-e Malard Vaccination Center,22,0,22,730,0.0301
2021-10-31,MLD-05,Chelab Rural Vaccination Center,38,0,38,518,0.0734
2021-11-01,MLD-01,Malard Central Health Center,57,0,57,993,0.0574
2021-11-01,MLD-02,Sabashahr Health Center,26,0,26,852,0.0305
2021-11-01,MLD-03,Vahedieh Health Center,45,0,45,731,0.0616
2021-11-01,MLD-04,Sadeghieh-e Malard Vaccination Center,21,0,21,697,0.0301
2021-11-01,MLD-05,Chelab Rural Vaccination Center,16,0,16,494,0.0324
2021-11-02,MLD-01,Malard Central Health Center,51,0,51,1058,0.0482
2021-11-02,MLD-02,Sabashahr Health Center,42,0,42,912,0.0461
2021-11-02,MLD-03,Vahedieh Health Center,24,0,24,695,0.0345
2021-11-02,MLD-04,Sadeghieh-e Malard Vaccination Center,34,0,34,625,0.0544
2021-11-02,MLD-05,Chelab Rural Vaccination Center,16,0,16,495,0.0323
2021-11-03,MLD-01,Malard Central Health Center,28,0,28,948,0.0295
2021-11-03,MLD-02,Sabashahr Health Center,39,0,39,884,0.0441
2021-11-03,MLD-03,Vahedieh Health Center,55,0,55,730,0.0753
2021-11-03,MLD-04,Sadeghieh-e Malard Vaccination Center,23,0,23,714,0.0322
2021-11-03,MLD-05,Chelab Rural Vaccination Center,15,0,15,491,0.0305
2021-11-04,MLD-01,Malard Central Health Center,57,0,57,875,0.0651
2021-11-04,MLD-02,Sabashahr Health Center,49,0,49,762,0.0643
2021-11-04,MLD-03,Vahedieh Health Center,20,0,20,643,0.0311
2021-11-04,MLD-04,Sadeghieh-e Malard Vaccination Center,41,0,41,563,0.0728
2021-11-04,MLD-05,Chelab Rural Vaccination Center,25,24,49,453,0.1082
2021-11-05,MLD-01,Malard Central Health Center,28,0,28,398,0.0704
2021-11-05,MLD-02,Sabashahr Health Center,29,0,29,293,0.099
2021-11-05,MLD-03,Vahedieh Health Center,19,0,19,247,0.0769
2021-11-05,MLD-04,Sadeghieh-e Malard Vaccination Center,8,0,8,264,0.0303
2021-11-05,MLD-05,Chelab Rural Vaccination Center,12,0,12,168,0.0714
2021-11-06,MLD-01,Malard Central Health Center,63,0,63,921,0.0684
2021-11-06,MLD-02,Sabashahr Health Center,29,0,29,842,0.0344
2021-11-06,MLD-03,Vahedieh Health Center,22,0,22,720,0.0306
2021-11-06,MLD-04,Sadeghieh-e Malard Vaccination Center,23,0,23,764,0.0301
2021-11-06,MLD-05,Chelab Rural Vaccination Center,27,0,27,540,0.05
2021-11-07,MLD-01,Malard Central Health Center,29,0,29,951,0.0305
2021-11-07,MLD-02,Sabashahr Health Center,27,0,27,889,0.0304
2021-11-07,MLD-03,Vahedieh Health Center,21,0,21,692,0.0303
2021-11-07,MLD-04,Sadeghieh-e Malard Vaccination Center,43,0,43,636,0.0676
2021-11-07,MLD-05,Chelab Rural Vaccination Center,17,0,17,564,0.0301
2021-11-08,MLD-01,Malard Central Health Center,33,0,33,1067,0.0309
2021-11-08,MLD-02,Sabashahr Health Center,23,0,23,778,0.0296
2021-11-08,MLD-03,Vahedieh Health Center,20,0,20,670,0.0299
2021-11-08,MLD-04,Sadeghieh-e Malard Vaccination Center,21,0,21,687,0.0306
2021-11-08,MLD-05,Chelab Rural Vaccination Center,20,0,20,525,0.0381
2021-11-09,MLD-01,Malard Central Health Center,43,0,43,940,0.0457
2021-11-09,MLD-02,Sabashahr Health Center,26,0,26,855,0.0304
2021-11-09,MLD-03,Vahedieh Health Center,31,0,31,776,0.0399
2021-11-09,MLD-04,Sadeghieh-e Malard Vaccination Center,22,0,22,604,0.0364
2021-11-09,MLD-05,Chelab Rural Vaccination Center,16,0,16,529,0.0302
2021-11-10,MLD-01,Malard Central Health Center,30,0,30,994,0.0302
2021-11-10,MLD-02,Sabashahr Health Center,24,0,24,809,0.0297
2021-11-10,MLD-03,Vahedieh Health Center,25,0,25,657,0.0381
2021-11-10,MLD-04,Sadeghieh-e Malard Vaccination Center,21,0,21,687,0.0306
2021-11-10,MLD-05,Chelab Rural Vaccination Center,16,0,16,490,0.0327
2021-11-11,MLD-01,Malard Central Health Center,40,0,40,829,0.0483
2021-11-11,MLD-02,Sabashahr Health Center,20,0,20,667,0.03
2021-11-11,MLD-03,Vahedieh Health Center,34,0,34,641,0.053
2021-11-11,MLD-04,Sadeghieh-e Malard Vaccination Center,26,0,26,558,0.0466
2021-11-11,MLD-05,Chelab Rural Vaccination Center,20,0,20,449,0.0445
2021-11-12,MLD-01,Malard Central Health Center,14,0,14,325,0.0431
2021-11-12,MLD-02,Sabashahr Health Center,18,0,18,270,0.0667
2021-11-12,MLD-03,Vahedieh Health Center,13,0,13,289,0.045
2021-11-12,MLD-04,Sadeghieh-e Malard Vaccination Center,19,0,19,256,0.0742
2021-11-12,MLD-05,Chelab Rural Vaccination Center,9,0,9,177,0.0508
2021-11-13,MLD-01,Malard Central Health Center,58,0,58,1046,0.0554
2021-11-13,MLD-02,Sabashahr Health Center,28,0,28,923,0.0303
2021-11-13,MLD-03,Vahedieh Health Center,28,0,28,698,0.0401
2021-11-13,MLD-04,Sadeghieh-e Malard Vaccination Center,19,0,19,625,0.0304
2021-11-13,MLD-05,Chelab Rural Vaccination Center,13,0,13,421,0.0309
2021-11-14,MLD-01,Malard Central Health Center,29,0,29,959,0.0302
2021-11-14,MLD-02,Sabashahr Health Center,56,0,56,798,0.0702
2021-11-14,MLD-03,Vahedieh Health Center,44,0,44,806,0.0546
2021-11-14,MLD-04,Sadeghieh-e Malard Vaccination Center,20,0,20,682,0.0293
2021-11-14,MLD-05,Chelab Rural Vaccination Center,39,0,39,505,0.0772
2021-11-15,MLD-01,Malard Central Health Center,27,0,27,885,0.0305
2021-11-15,MLD-02,Sabashahr Health Center,35,0,35,856,0.0409
2021-11-15,MLD-03,Vahedieh Health Center,37,0,37,705,0.0525
2021-11-15,MLD-04,Sadeghieh-e Malard Vaccination Center,27,0,27,707,0.0382
2021-11-15,MLD-05,Chelab Rural Vaccination Center,22,0,22,467,0.0471
2021-11-16,MLD-01,Malard Central Health Center,30,0,30,1003,0.0299
2021-11-16,MLD-02,Sabashahr Health Center,45,0,45,776,0.058
2021-11-16,MLD-03,Vahedieh Health Center,20,0,20,675,0.0296
2021-11-16,MLD-04,Sadeghieh-e Malard Vaccination Center,21,0,21,686,0.0306
2021-11-16,MLD-05,Chelab Rural Vaccination Center,14,0,14,471,0.0297
2021-11-17,MLD-01,Malard Central Health Center,30,0,30,987,0.0304
2021-11-17,MLD-02,Sabashahr Health Center,47,0,47,905,0.0519
2021-11-17,MLD-03,Vahedieh Health Center,32,0,32,653,0.049
2021-11-17,MLD-04,Sadeghieh-e Malard Vaccination Center,19,0,19,634,0.03
2021-11-17,MLD-05,Chelab Rural Vaccination Center,23,0,23,491,0.0468
2021-11-18,MLD-01,Malard Central Health Center,57,35,92,880,0.1045
2021-11-18,MLD-02,Sabashahr Health Center,25,0,25,707,0.0354
2021-11-18,MLD-03,Vahedieh Health Center,17,0,17,560,0.0304
2021-11-18,MLD-04,Sadeghieh-e Malard Vaccination Center,33,0,33,624,0.0529
2021-11-18,MLD-05,Chelab Rural Vaccination Center,15,14,29,426,0.0681
2021-11-19,MLD-01,Malard Central Health Center,34,0,34,349,0.0974
2021-11-19,MLD-02,Sabashahr Health Center,20,0,20,305,0.0656
2021-11-19,MLD-03,Vahedieh Health Center,14,0,14,253,0.0553
2021-11-19,MLD-04,Sadeghieh-e Malard Vaccination Center,24,0,24,262,0.0916
2021-11-19,MLD-05,Chelab Rural Vaccination Center,12,0,12,173,0.0694
2021-11-20,MLD-01,Malard Central Health Center,50,0,50,1022,0.0489
2021-11-20,MLD-02,Sabashahr Health Center,24,0,24,793,0.0303
2021-11-20,MLD-03,Vahedieh Health Center,23,0,23,679,0.0339
2021-11-20,MLD-04,Sadeghieh-e Malard Vaccination Center,22,0,22,667,0.033
2021-11-20,MLD-05,Chelab Rural Vaccination Center,19,0,19,500,0.038
2021-11-21,MLD-01,Malard Central Health Center,34,0,34,1130,0.0301
2021-11-21,MLD-02,Sabashahr Health Center,43,0,43,823,0.0522
2021-11-21,MLD-03,Vahedieh Health Center,27,0,27,597,0.0452
2021-11-21,MLD-04,Sadeghieh-e Malard Vaccination Center,20,0,20,664,0.0301
2021-11-21,MLD-05,Chelab Rural Vaccination Center,24,0,24,444,0.0541
2021-11-22,MLD-01,Malard Central Health Center,44,0,44,882,0.0499
2021-11-22,MLD-02,Sabashahr Health Center,38,0,38,890,0.0427
2021-11-22,MLD-03,Vahedieh Health Center,22,0,22,738,0.0298
2021-11-22,MLD-04,Sadeghieh-e Malard Vaccination Center,29,0,29,657,0.0441
2021-11-22,MLD-05,Chelab Rural Vaccination Center,14,0,14,465,0.0301
2021-11-23,MLD-01,Malard Central Health Center,49,0,49,936,0.0524
2021-11-23,MLD-02,Sabashahr Health Center,59,0,59,879,0.0671
2021-11-23,MLD-03,Vahedieh Health Center,21,0,21,699,0.03
2021-11-23,MLD-04,Sadeghieh-e Malard Vaccination Center,46,0,46,641,0.0718
2021-11-23,MLD-05,Chelab Rural Vaccination Center,16,0,16,513,0.0312
2021-11-24,MLD-01,Malard Central Health Center,24,0,24,811,0.0296
2021-11-24,MLD-02,Sabashahr Health Center,25,0,25,791,0.0316
2021-11-24,MLD-03,Vahedieh Health Center,23,5,28,770,0.0364
2021-11-24,MLD-04,Sadeghieh-e Malard Vaccination Center,34,0,34,637,0.0534
2021-11-24,MLD-05,Chelab Rural Vaccination Center,35,0,35,557,0.0628
2021-11-25,MLD-01,Malard Central Health Center,27,0,27,896,0.0301
2021-11-25,MLD-02,Sabashahr Health Center,20,0,20,651,0.0307
2021-11-25,MLD-03,Vahedieh Health Center,31,0,31,546,0.0568
2021-11-25,MLD-04,Sadeghieh-e Malard Vaccination Center,39,0,39,602,0.0648
2021-11-25,MLD-05,Chelab Rural Vaccination Center,26,0,26,383,0.0679
2021-11-26,MLD-01,Malard Central Health Center,33,0,33,375,0.088
2021-11-26,MLD-02,Sabashahr Health Center,16,0,16,279,0.0573
2021-11-26,MLD-03,Vahedieh Health Center,17,0,17,244,0.0697
2021-11-26,MLD-04,Sadeghieh-e Malard Vaccination Center,21,0,21,223,0.0942
2021-11-26,MLD-05,Chelab Rural Vaccination Center,11,0,11,169,0.0651
2021-11-27,MLD-01,Malard Central Health Center,29,0,29,964,0.0301
2021-11-27,MLD-02,Sabashahr Health Center,34,0,34,751,0.0453
2021-11-27,MLD-03,Vahedieh Health Center,29,0,29,683,0.0425
2021-11-27,MLD-04,Sadeghieh-e Malard Vaccination Center,19,0,19,638,0.0298
2021-11-27,MLD-05,Chelab Rural Vaccination Center,15,0,15,506,0.0296
2021-11-28,MLD-01,Malard Central Health Center,26,0,26,875,0.0297
2021-11-28,MLD-02,Sabashahr Health Center,25,0,25,818,0.0306
2021-11-28,MLD-03,Vahedieh Health Center,30,0,30,677,0.0443
2021-11-28,MLD-04,Sadeghieh-e Malard Vaccination Center,28,0,28,714,0.0392
2021-11-28,MLD-05,Chelab Rural Vaccination Center,27,0,27,494,0.0547
2021-11-29,MLD-01,Malard Central Health Center,30,0,30,888,0.0338
2021-11-29,MLD-02,Sabashahr Health Center,43,0,43,862,0.0499
2021-11-29,MLD-03,Vahedieh Health Center,29,0,29,696,0.0417
2021-11-29,MLD-04,Sadeghieh-e Malard Vaccination Center,34,0,34,686,0.0496
2021-11-29,MLD-05,Chelab Rural Vaccination Center,20,0,20,470,0.0426
2021-11-30,MLD-01,Malard Central Health Center,40,0,40,851,0.047
2021-11-30,MLD-02,Sabashahr Health Center,38,0,38,829,0.0458
2021-11-30,MLD-03,Vahedieh Health Center,24,0,24,806,0.0298
2021-11-30,MLD-04,Sadeghieh-e Malard Vaccination Center,19,0,19,627,0.0303
2021-11-30,MLD-05,Chelab Rural Vaccination Center,16,0,16,523,0.0306
2021-12-01,MLD-01,Malard Central Health Center,26,0,26,873,0.0298
2021-12-01,MLD-02,Sabashahr Health Center,46,0,46,827,0.0556
2021-12-01,MLD-03,Vahedieh Health Center,21,0,21,691,0.0304
2021-12-01,MLD-04,Sadeghieh-e Malard Vaccination Center,20,0,20,675,0.0296
2021-12-01,MLD-05,Chelab Rural Vaccination Center,14,0,14,462,0.0303
2021-12-02,MLD-01,Malard Central Health Center,15,0,15,165,0.0909
2021-12-02,MLD-02,Sabashahr Health Center,10,0,10,127,0.0787
2021-12-02,MLD-03,Vahedieh Health Center,7,0,7,137,0.0511
2021-12-02,MLD-04,Sadeghieh-e Malard Vaccination Center,9,0,9,131,0.0687
2021-12-02,MLD-05,Chelab Rural Vaccination Center,11,0,11,103,0.1068
2021-12-03,MLD-01,Malard Central Health Center,10,0,10,319,0.0313
2021-12-03,MLD-02,Sabashahr Health Center,8,0,8,265,0.0302
2021-12-03,MLD-03,Vahedieh Health Center,12,0,12,224,0.0536
2021-12-03,MLD-04,Sadeghieh-e Malard Vaccination Center,18,0,18,246,0.0732
2021-12-03,MLD-05,Chelab Rural Vaccination Center,5,0,5,151,0.0331
2021-12-04,MLD-01,Malard Central Health Center,29,0,29,969,0.0299
2021-12-04,MLD-02,Sabashahr Health Center,22,0,22,674,0.0326
2021-12-04,MLD-03,Vahedieh Health Center,38,0,38,693,0.0548
2021-12-04,MLD-04,Sadeghieh-e Malard Vaccination Center,20,0,20,590,0.0339
2021-12-04,MLD-05,Chelab Rural Vaccination Center,27,0,27,436,0.0619
2021-12-05,MLD-01,Malard Central Health Center,26,0,26,847,0.0307
2021-12-05,MLD-02,Sabashahr Health Center,33,0,33,798,0.0414
2021-12-05,MLD-03,Vahedieh Health Center,37,0,37,703,0.0526
2021-12-05,MLD-04,Sadeghieh-e Malard Vaccination Center,16,0,16,545,0.0294
2021-12-05,MLD-05,Chelab Rural Vaccination Center,14,0,14,466,0.03
2021-12-06,MLD-01,Malard Central Health Center,64,0,64,936,0.0684
2021-12-06,MLD-02,Sabashahr Health Center,34,0,34,732,0.0464
2021-12-06,MLD-03,Vahedieh Health Center,47,0,47,726,0.0647
2021-12-06,MLD-04,Sadeghieh-e Malard Vaccination Center,18,0,18,584,0.0308
2021-12-06,MLD-05,Chelab Rural Vaccination Center,20,0,20,436,0.0459
2021-12-07,MLD-01,Malard Central Health Center,28,0,28,768,0.0365
2021-12-07,MLD-02,Sabashahr Health Center,23,0,23,773,0.0298
2021-12-07,MLD-03,Vahedieh Health Center,57,0,57,698,0.0817
2021-12-07,MLD-04,Sadeghieh-e Malard Vaccination Center,19,0,19,629,0.0302
2021-12-07,MLD-05,Chelab Rural Vaccination Center,21,0,21,425,0.0494
2021-12-08,MLD-01,Malard Central Health Center,37,0,37,933,0.0397
2021-12-08,MLD-02,Sabashahr Health Center,23,0,23,756,0.0304
2021-12-08,MLD-03,Vahedieh Health Center,21,0,21,562,0.0374
2021-12-08,MLD-04,Sadeghieh-e Malard Vaccination Center,17,0,17,561,0.0303
2021-12-08,MLD-05,Chelab Rural Vaccination Center,18,0,18,432,0.0417
2021-12-09,MLD-01,Malard Central Health Center,44,0,44,751,0.0586
2021-12-09,MLD-02,Sabashahr Health Center,29,0,29,591,0.0491
2021-12-09,MLD-03,Vahedieh Health Center,15,0,15,508,0.0295
2021-12-09,MLD-04,Sadeghieh-e Malard Vaccination Center,16,0,16,522,0.0307
2021-12-09,MLD-05,Chelab Rural Vaccination Center,21,0,21,428,0.0491
2021-12-10,MLD-01,Malard Central Health Center,28,0,28,296,0.0946
2021-12-10,MLD-02,Sabashahr Health Center,10,0,10,256,0.0391
2021-12-10,MLD-03,Vahedieh Health Center,22,0,22,226,0.0973
2021-12-10,MLD-04,Sadeghieh-e Malard Vaccination Center,22,0,22,252,0.0873
2021-12-10,MLD-05,Chelab Rural Vaccination Center,11,0,11,155,0.071
2021-12-11,MLD-01,Malard Central Health Center,27,0,27,891,0.0303
2021-12-11,MLD-02,Sabashahr Health Center,23,0,23,777,0.0296
2021-12-11,MLD-03,Vahedieh Health Center,38,0,38,598,0.0635
2021-12-11,MLD-04,Sadeghieh-e Malard Vaccination Center,17,0,17,556,0.0306
2021-12-11,MLD-05,Chelab Rural Vaccination Center,40,0,40,464,0.0862
2021-12-12,MLD-01,Malard Central Health Center,25,0,25,849,0.0294
2021-12-12,MLD-02,Sabashahr Health Center,38,0,38,747,0.0509
2021-12-12,MLD-03,Vahedieh Health Center,47,0,47,620,0.0758
2021-12-12,MLD-04,Sadeghieh-e Malard Vaccination Center,19,0,19,634,0.03
2021-12-12,MLD-05,Chelab Rural Vaccination Center,13,0,13,442,0.0294
2021-12-13,MLD-01,Malard Central Health Center,72,0,72,853,0.0844
2021-12-13,MLD-02,Sabashahr Health Center,43,0,43,800,0.0538
2021-12-13,MLD-03,Vahedieh Health Center,41,0,41,696,0.0589
2021-12-13,MLD-04,Sadeghieh-e Malard Vaccination Center,25,0,25,568,0.044
2021-12-13,MLD-05,Chelab Rural Vaccination Center,14,0,14,414,0.0338
2021-12-14,MLD-01,Malard Central Health Center,44,0,44,822,0.0535
2021-12-14,MLD-02,Sabashahr Health Center,38,0,38,725,0.0524
2021-12-14,MLD-03,Vahedieh Health Center,34,0,34,661,0.0514
2021-12-14,MLD-04,Sadeghieh-e Malard Vaccination Center,19,0,19,621,0.0306
2021-12-14,MLD-05,Chelab Rural Vaccination Center,36,0,36,493,0.073
2021-12-15,MLD-01,Malard Central Health Center,24,0,24,794,0.0302
2021-12-15,MLD-02,Sabashahr Health Center,40,0,40,761,0.0526
2021-12-15,MLD-03,Vahedieh Health Center,21,0,21,676,0.0311
2021-12-15,MLD-04,Sadeghieh-e Malard Vaccination Center,17,0,17,559,0.0304
2021-12-15,MLD-05,Chelab Rural Vaccination Center,14,0,14,482,0.029
2021-12-16,MLD-01,Malard Central Health Center,42,0,42,680,0.0618
2021-12-16,MLD-02,Sabashahr Health Center,53,0,53,711,0.0745
2021-12-16,MLD-03,Vahedieh Health Center,35,0,35,554,0.0632
2021-12-16,MLD-04,Sadeghieh-e Malard Vaccination Center,21,0,21,535,0.0393
2021-12-16,MLD-05,Chelab Rural Vaccination Center,12,0,12,351,0.0342
2021-12-17,MLD-01,Malard Central Health Center,21,0,21,299,0.0702
2021-12-17,MLD-02,Sabashahr Health Center,29,0,29,283,0.1025
2021-12-17,MLD-03,Vahedieh Health Center,16,0,16,243,0.0658
2021-12-17,MLD-04,Sadeghieh-e Malard Vaccination Center,14,0,14,182,0.0769
2021-12-17,MLD-05,Chelab Rural Vaccination Center,8,0,8,153,0.0523
2021-12-18,MLD-01,Malard Central Health Center,22,0,22,727,0.0303
2021-12-18,MLD-02,Sabashahr Health Center,44,0,44,700,0.0629
2021-12-18,MLD-03,Vahedieh Health Center,43,0,43,666,0.0646
2021-12-18,MLD-04,Sadeghieh-e Malard Vaccination Center,17,0,17,570,0.0298
2021-12-18,MLD-05,Chelab Rural Vaccination Center,31,0,31,505,0.0614
2021-12-19,MLD-01,Malard Central Health Center,74,8,82,748,0.1096
2021-12-19,MLD-02,Sabashahr Health Center,40,0,40,711,0.0563
2021-12-19,MLD-03,Vahedieh Health Center,19,0,19,625,0.0304
2021-12-19,MLD-04,Sadeghieh-e Malard Vaccination Center,29,0,29,638,0.0455
2021-12-19,MLD-05,Chelab Rural Vaccination Center,16,0,16,429,0.0373
2021-12-20,MLD-01,Malard Central Health Center,29,0,29,862,0.0336
