date,center_id,center_name,total_doses_administered,appointments_scheduled,doses_via_appointment,doses_via_walkin,no_shows,no_show_rate
2021-10-03,MLD-04,Sadeghieh-e Malard Vaccination Center,591,339,307,284,32,0.0944
2021-10-03,MLD-05,Chelab Rural Vaccination Center,396,197,186,210,11,0.0558
2021-10-04,MLD-01,Malard Central Health Center,903,377,347,556,30,0.0796
2021-10-04,MLD-02,Sabashahr Health Center,733,425,382,351,43,0.1012
2021-10-04,MLD-03,Vahedieh Health Center,657,427,365,292,62,0.1452
2021-10-04,MLD-04,Sadeghieh-e Malard Vaccination Center,554,290,273,281,17,0.0586
2021-10-04,MLD-05,Chelab Rural Vaccination Center,422,252,229,193,23,0.0913
2021-10-05,MLD-01,Malard Central Health Center,783,403,378,405,25,0.062
2021-10-05,MLD-02,Sabashahr Health Center,765,427,378,387,49,0.1148
2021-10-05,MLD-03,Vahedieh Health Center,663,367,315,348,52,0.1417
2021-10-05,MLD-04,Sadeghieh-e Malard Vaccination Center,623,345,309,314,36,0.1043
2021-10-05,MLD-05,Chelab Rural Vaccination Center,453,293,253,200,40,0.1365
2021-10-06,MLD-01,Malard Central Health Center,876,466,426,450,40,0.0858
2021-10-06,MLD-02,Sabashahr Health Center,656,369,337,319,32,0.0867
2021-10-06,MLD-03,Vahedieh Health Center,614,348,315,299,33,0.0948
2021-10-06,MLD-04,Sadeghieh-e Malard Vaccination Center,659,369,323,336,46,0.1247
2021-10-06,MLD-05,Chelab Rural Vaccination Center,496,289,249,247,40,0.1384
2021-10-07,MLD-01,Malard Central Health Center,750,404,340,410,64,0.1584
2021-10-07,MLD-02,Sabashahr Health Center,608,355,284,324,71,0.2
2021-10-07,MLD-03,Vahedieh Health Center,501,187,163,338,24,0.1283
2021-10-07,MLD-04,Sadeghieh-e Malard Vaccination Center,547,328,266,281,62,0.189
2021-10-07,MLD-05,Chelab Rural Vaccination Center,391,204,178,213,26,0.1275
2021-10-08,MLD-01,Malard Central Health Center,285,151,138,147,13,0.0861
2021-10-08,MLD-02,Sabashahr Health Center,248,126,115,133,11,0.0873
2021-10-08,MLD-03,Vahedieh Health Center,249,134,114,135,20,0.1493
2021-10-08,MLD-04,Sadeghieh-e Malard Vaccination Center,222,127,120,102,7,0.0551
2021-10-08,MLD-05,Chelab Rural Vaccination Center,152,77,66,86,11,0.1429
2021-10-09,MLD-01,Malard Central Health Center,1028,561,504,524,57,0.1016
2021-10-09,MLD-02,Sabashahr Health Center,689,386,335,354,51,0.1321
2021-10-09,MLD-03,Vahedieh Health Center,612,332,322,290,10,0.0301
2021-10-09,MLD-04,Sadeghieh-e Malard Vaccination Center,611,395,333,278,62,0.157
2021-10-09,MLD-05,Chelab Rural Vaccination Center,429,211,192,237,19,0.09
2021-10-10,MLD-01,Malard Central Health Center,913,467,395,518,72,0.1542
2021-10-10,MLD-02,Sabashahr Health Center,712,416,344,368,72,0.1731
2021-10-10,MLD-03,Vahedieh Health Center,727,369,321,406,48,0.1301
2021-10-10,MLD-04,Sadeghieh-e Malard Vaccination Center,576,356,309,267,47,0.132
2021-10-10,MLD-05,Chelab Rural Vaccination Center,415,235,210,205,25,0.1064
2021-10-11,MLD-01,Malard Central Health Center,796,468,406,390,62,0.1325
2021-10-11,MLD-02,Sabashahr Health Center,772,440,416,356,24,0.0545
2021-10-11,MLD-03,Vahedieh Health Center,668,351,322,346,29,0.0826
2021-10-11,MLD-04,Sadeghieh-e Malard Vaccination Center,606,357,325,281,32,0.0896
2021-10-11,MLD-05,Chelab Rural Vaccination Center,511,276,263,248,13,0.0471
2021-10-12,MLD-01,Malard Central Health Center,846,509,466,380,43,0.0845
2021-10-12,MLD-02,Sabashahr Health Center,766,472,412,354,60,0.1271
2021-10-12,MLD-03,Vahedieh Health Center,648,321,288,360,33,0.1028
2021-10-12,MLD-04,Sadeghieh-e Malard Vaccination Center,648,334,303,345,31,0.0928
2021-10-12,MLD-05,Chelab Rural Vaccination Center,487,243,227,260,16,0.0658
2021-10-13,MLD-01,Malard Central Health Center,871,556,492,379,64,0.1151
2021-10-13,MLD-02,Sabashahr Health Center,869,497,437,432,60,0.1207
2021-10-13,MLD-03,Vahedieh Health Center,675,384,341,334,43,0.112
2021-10-13,MLD-04,Sadeghieh-e Malard Vaccination Center,564,364,323,241,41,0.1126
2021-10-13,MLD-05,Chelab Rural Vaccination Center,430,218,194,236,24,0.1101
2021-10-14,MLD-01,Malard Central Health Center,797,472,394,403,78,0.1653
2021-10-14,MLD-02,Sabashahr Health Center,688,427,352,336,75,0.1756
2021-10-14,MLD-03,Vahedieh Health Center,552,299,238,314,61,0.204
2021-10-14,MLD-04,Sadeghieh-e Malard Vaccination Center,479,257,220,259,37,0.144
2021-10-14,MLD-05,Chelab Rural Vaccination Center,406,278,232,174,46,0.1655
2021-10-15,MLD-01,Malard Central Health Center,285,165,150,135,15,0.0909
2021-10-15,MLD-02,Sabashahr Health Center,262,152,140,122,12,0.0789
2021-10-15,MLD-03,Vahedieh Health Center,234,122,115,119,7,0.0574
2021-10-15,MLD-04,Sadeghieh-e Malard Vaccination Center,239,146,129,110,17,0.1164
2021-10-15,MLD-05,Chelab Rural Vaccination Center,168,108,96,72,12,0.1111
2021-10-16,MLD-01,Malard Central Health Center,861,557,475,386,82,0.1472
2021-10-16,MLD-02,Sabashahr Health Center,843,481,440,403,41,0.0852
2021-10-16,MLD-03,Vahedieh Health Center,663,368,330,333,38,0.1033
2021-10-16,MLD-04,Sadeghieh-e Malard Vaccination Center,571,347,320,251,27,0.0778
2021-10-16,MLD-05,Chelab Rural Vaccination Center,465,245,216,249,29,0.1184
2021-10-17,MLD-01,Malard Central Health Center,839,564,523,316,41,0.0727
2021-10-17,MLD-02,Sabashahr Health Center,846,544,507,339,37,0.068
2021-10-17,MLD-03,Vahedieh Health Center,769,498,451,318,47,0.0944
2021-10-17,MLD-04,Sadeghieh-e Malard Vaccination Center,538,326,298,240,28,0.0859
2021-10-17,MLD-05,Chelab Rural Vaccination Center,401,217,196,205,21,0.0968
2021-10-18,MLD-01,Malard Central Health Center,888,500,447,441,53,0.106
2021-10-18,MLD-02,Sabashahr Health Center,794,421,380,414,41,0.0974
2021-10-18,MLD-03,Vahedieh Health Center,619,410,369,250,41,0.1
2021-10-18,MLD-04,Sadeghieh-e Malard Vaccination Center,668,382,364,304,18,0.0471
2021-10-18,MLD-05,Chelab Rural Vaccination Center,417,244,221,196,23,0.0943
2021-10-19,MLD-01,Malard Central Health Center,932,507,457,475,50,0.0986
2021-10-19,MLD-02,Sabashahr Health Center,767,484,439,328,45,0.093
2021-10-19,MLD-03,Vahedieh Health Center,564,320,297,267,23,0.0719
2021-10-19,MLD-04,Sadeghieh-e Malard Vaccination Center,686,391,353,333,38,0.0972
2021-10-19,MLD-05,Chelab Rural Vaccination Center,489,270,246,243,24,0.0889
2021-10-20,MLD-01,Malard Central Health Center,826,494,438,388,56,0.1134
2021-10-20,MLD-02,Sabashahr Health Center,841,528,442,399,86,0.1629
2021-10-20,MLD-03,Vahedieh Health Center,609,471,420,189,51,0.1083
2021-10-20,MLD-04,Sadeghieh-e Malard Vaccination Center,667,404,359,308,45,0.1114
2021-10-20,MLD-05,Chelab Rural Vaccination Center,485,324,279,206,45,0.1389
2021-10-21,MLD-01,Malard Central Health Center,718,503,448,270,55,0.1093
2021-10-21,MLD-02,Sabashahr Health Center,669,466,396,273,70,0.1502
2021-10-21,MLD-03,Vahedieh Health Center,631,337,287,344,50,0.1484
2021-10-21,MLD-04,Sadeghieh-e Malard Vaccination Center,523,342,268,255,74,0.2164
2021-10-21,MLD-05,Chelab Rural Vaccination Center,381,223,203,178,20,0.0897
2021-10-22,MLD-01,Malard Central Health Center,323,170,152,171,18,0.1059
2021-10-22,MLD-02,Sabashahr Health Center,247,140,131,116,9,0.0643
2021-10-22,MLD-03,Vahedieh Health Center,228,145,125,103,20,0.1379
2021-10-22,MLD-04,Sadeghieh-e Malard Vaccination Center,212,113,101,111,12,0.1062
2021-10-22,MLD-05,Chelab Rural Vaccination Center,172,117,104,68,13,0.1111
2021-10-23,MLD-01,Malard Central Health Center,789,576,514,275,62,0.1076
2021-10-23,MLD-02,Sabashahr Health Center,824,457,378,446,79,0.1729
2021-10-23,MLD-03,Vahedieh Health Center,685,355,322,363,33,0.093
2021-10-23,MLD-04,Sadeghieh-e Malard Vaccination Center,684,264,237,447,27,0.1023
2021-10-23,MLD-05,Chelab Rural Vaccination Center,458,252,231,227,21,0.0833
2021-10-24,MLD-01,Malard Central Health Center,922,541,519,403,22,0.0407
2021-10-24,MLD-02,Sabashahr Health Center,744,472,425,319,47,0.0996
2021-10-24,MLD-03,Vahedieh Health Center,670,343,303,367,40,0.1166
2021-10-24,MLD-04,Sadeghieh-e Malard Vaccination Center,603,383,342,261,41,0.107
2021-10-24,MLD-05,Chelab Rural Vaccination Center,531,316,278,253,38,0.1203
2021-10-25,MLD-01,Malard Central Health Center,887,501,437,450,64,0.1277
2021-10-25,MLD-02,Sabashahr Health Center,756,555,501,255,54,0.0973
2021-10-25,MLD-03,Vahedieh Health Center,660,364,337,323,27,0.0742
2021-10-25,MLD-04,Sadeghieh-e Malard Vaccination Center,670,396,360,310,36,0.0909
2021-10-25,MLD-05,Chelab Rural Vaccination Center,492,287,261,231,26,0.0906
2021-10-26,MLD-01,Malard Central Health Center,858,481,429,429,52,0.1081
2021-10-26,MLD-02,Sabashahr Health Center,780,412,371,409,41,0.0995
2021-10-26,MLD-03,Vahedieh Health Center,670,487,389,281,98,0.2012
2021-10-26,MLD-04,Sadeghieh-e Malard Vaccination Center,674,443,397,277,46,0.1038
2021-10-26,MLD-05,Chelab Rural Vaccination Center,469,327,295,174,32,0.0979
2021-10-27,MLD-01,Malard Central Health Center,871,512,465,406,47,0.0918
2021-10-27,MLD-02,Sabashahr Health Center,802,462,411,391,51,0.1104
2021-10-27,MLD-03,Vahedieh Health Center,616,391,325,291,66,0.1688
2021-10-27,MLD-04,Sadeghieh-e Malard Vaccination Center,661,375,338,323,37,0.0987
2021-10-27,MLD-05,Chelab Rural Vaccination Center,522,286,238,284,48,0.1678
2021-10-28,MLD-01,Malard Central Health Center,823,436,378,445,58,0.133
2021-10-28,MLD-02,Sabashahr Health Center,634,339,289,345,50,0.1475
2021-10-28,MLD-03,Vahedieh Health Center,635,430,356,279,74,0.1721
2021-10-28,MLD-04,Sadeghieh-e Malard Vaccination Center,501,355,282,219,73,0.2056
2021-10-28,MLD-05,Chelab Rural Vaccination Center,391,236,200,191,36,0.1525
2021-10-29,MLD-01,Malard Central Health Center,350,196,170,180,26,0.1327
2021-10-29,MLD-02,Sabashahr Health Center,266,160,146,120,14,0.0875
2021-10-29,MLD-03,Vahedieh Health Center,229,145,133,96,12,0.0828
2021-10-29,MLD-04,Sadeghieh-e Malard Vaccination Center,212,114,108,104,6,0.0526
2021-10-29,MLD-05,Chelab Rural Vaccination Center,192,125,108,84,17,0.136
2021-10-30,MLD-01,Malard Central Health Center,846,499,457,389,42,0.0842
2021-10-30,MLD-02,Sabashahr Health Center,739,444,398,341,46,0.1036
2021-10-30,MLD-03,Vahedieh Health Center,767,487,468,299,19,0.039
2021-10-30,MLD-04,Sadeghieh-e Malard Vaccination Center,672,419,380,292,39,0.0931
2021-10-30,MLD-05,Chelab Rural Vaccination Center,561,315,282,279,33,0.1048
2021-10-31,MLD-01,Malard Central Health Center,956,569,497,459,72,0.1265
2021-10-31,MLD-02,Sabashahr Health Center,738,480,429,309,51,0.1062
2021-10-31,MLD-03,Vahedieh Health Center,695,421,381,314,40,0.095
2021-10-31,MLD-04,Sadeghieh-e Malard Vaccination Center,708,439,400,308,39,0.0888
2021-10-31,MLD-05,Chelab Rural Vaccination Center,480,291,271,209,20,0.0687
2021-11-01,MLD-01,Malard Central Health Center,936,618,524,412,94,0.1521
2021-11-01,MLD-02,Sabashahr Health Center,826,529,459,367,70,0.1323
2021-11-01,MLD-03,Vahedieh Health Center,686,414,355,331,59,0.1425
2021-11-01,MLD-04,Sadeghieh-e Malard Vaccination Center,676,431,369,307,62,0.1439
2021-11-01,MLD-05,Chelab Rural Vaccination Center,478,330,285,193,45,0.1364
2021-11-02,MLD-01,Malard Central Health Center,1007,707,631,376,76,0.1075
2021-11-02,MLD-02,Sabashahr Health Center,870,563,482,388,81,0.1439
2021-11-02,MLD-03,Vahedieh Health Center,671,317,284,387,33,0.1041
2021-11-02,MLD-04,Sadeghieh-e Malard Vaccination Center,591,401,342,249,59,0.1471
2021-11-02,MLD-05,Chelab Rural Vaccination Center,479,282,242,237,40,0.1418
2021-11-03,MLD-01,Malard Central Health Center,920,510,460,460,50,0.098
2021-11-03,MLD-02,Sabashahr Health Center,845,553,499,346,54,0.0976
2021-11-03,MLD-03,Vahedieh Health Center,675,376,319,356,57,0.1516
2021-11-03,MLD-04,Sadeghieh-e Malard Vaccination Center,691,384,320,371,64,0.1667
2021-11-03,MLD-05,Chelab Rural Vaccination Center,476,305,266,210,39,0.1279
2021-11-04,MLD-01,Malard Central Health Center,818,577,505,313,72,0.1248
2021-11-04,MLD-02,Sabashahr Health Center,713,466,409,304,57,0.1223
2021-11-04,MLD-03,Vahedieh Health Center,623,414,344,279,70,0.1691
2021-11-04,MLD-04,Sadeghieh-e Malard Vaccination Center,522,327,286,236,41,0.1254
2021-11-04,MLD-05,Chelab Rural Vaccination Center,404,294,228,176,66,0.2245
2021-11-05,MLD-01,Malard Central Health Center,370,217,199,171,18,0.0829
2021-11-05,MLD-02,Sabashahr Health Center,264,173,152,112,21,0.1214
2021-11-05,MLD-03,Vahedieh Health Center,228,158,135,93,23,0.1456
2021-11-05,MLD-04,Sadeghieh-e Malard Vaccination Center,256,147,129,127,18,0.1224
2021-11-05,MLD-05,Chelab Rural Vaccination Center,156,96,89,67,7,0.0729
2021-11-06,MLD-01,Malard Central Health Center,858,488,444,414,44,0.0902
2021-11-06,MLD-02,Sabashahr Health Center,813,430,378,435,52,0.1209
2021-11-06,MLD-03,Vahedieh Health Center,698,389,345,353,44,0.1131
2021-11-06,MLD-04,Sadeghieh-e Malard Vaccination Center,741,347,313,428,34,0.098
2021-11-06,MLD-05,Chelab Rural Vaccination Center,513,299,257,256,42,0.1405
2021-11-07,MLD-01,Malard Central Health Center,922,585,542,380,43,0.0735
2021-11-07,MLD-02,Sabashahr Health Center,862,463,415,447,48,0.1037
2021-11-07,MLD-03,Vahedieh Health Center,671,433,387,284,46,0.1062
2021-11-07,MLD-04,Sadeghieh-e Malard Vaccination Center,593,383,342,251,41,0.107
2021-11-07,MLD-05,Chelab Rural Vaccination Center,547,360,314,233,46,0.1278
2021-11-08,MLD-01,Malard Central Health Center,1034,688,567,467,121,0.1759
2021-11-08,MLD-02,Sabashahr Health Center,755,420,366,389,54,0.1286
2021-11-08,MLD-03,Vahedieh Health Center,650,380,352,298,28,0.0737
2021-11-08,MLD-04,Sadeghieh-e Malard Vaccination Center,666,425,384,282,41,0.0965
2021-11-08,MLD-05,Chelab Rural Vaccination Center,505,341,301,204,40,0.1173
2021-11-09,MLD-01,Malard Central Health Center,897,603,549,348,54,0.0896
2021-11-09,MLD-02,Sabashahr Health Center,829,547,507,322,40,0.0731
2021-11-09,MLD-03,Vahedieh Health Center,745,549,495,250,54,0.0984
2021-11-09,MLD-04,Sadeghieh-e Malard Vaccination Center,582,395,347,235,48,0.1215
2021-11-09,MLD-05,Chelab Rural Vaccination Center,513,272,239,274,33,0.1213
2021-11-10,MLD-01,Malard Central Health Center,964,566,495,469,71,0.1254
2021-11-10,MLD-02,Sabashahr Health Center,785,523,466,319,57,0.109
2021-11-10,MLD-03,Vahedieh Health Center,632,368,325,307,43,0.1168
2021-11-10,MLD-04,Sadeghieh-e Malard Vaccination Center,666,435,371,295,64,0.1471
2021-11-10,MLD-05,Chelab Rural Vaccination Center,474,323,280,194,43,0.1331
2021-11-11,MLD-01,Malard Central Health Center,789,611,481,308,130,0.2128
2021-11-11,MLD-02,Sabashahr Health Center,647,422,359,288,63,0.1493
2021-11-11,MLD-03,Vahedieh Health Center,607,355,296,311,59,0.1662
2021-11-11,MLD-04,Sadeghieh-e Malard Vaccination Center,532,351,288,244,63,0.1795
2021-11-11,MLD-05,Chelab Rural Vaccination Center,429,251,212,217,39,0.1554
2021-11-12,MLD-01,Malard Central Health Center,311,170,159,152,11,0.0647
2021-11-12,MLD-02,Sabashahr Health Center,252,122,115,137,7,0.0574
2021-11-12,MLD-03,Vahedieh Health Center,276,177,168,108,9,0.0508
2021-11-12,MLD-04,Sadeghieh-e Malard Vaccination Center,237,155,142,95,13,0.0839
2021-11-12,MLD-05,Chelab Rural Vaccination Center,168,112,95,73,17,0.1518
2021-11-13,MLD-01,Malard Central Health Center,988,627,544,444,83,0.1324
2021-11-13,MLD-02,Sabashahr Health Center,895,592,494,401,98,0.1655
2021-11-13,MLD-03,Vahedieh Health Center,670,459,409,261,50,0.1089
2021-11-13,MLD-04,Sadeghieh-e Malard Vaccination Center,606,379,338,268,41,0.1082
2021-11-13,MLD-05,Chelab Rural Vaccination Center,408,255,222,186,33,0.1294
2021-11-14,MLD-01,Malard Central Health Center,930,578,506,424,72,0.1246
2021-11-14,MLD-02,Sabashahr Health Center,742,489,448,294,41,0.0838
2021-11-14,MLD-03,Vahedieh Health Center,762,432,390,372,42,0.0972
2021-11-14,MLD-04,Sadeghieh-e Malard Vaccination Center,662,465,410,252,55,0.1183
2021-11-14,MLD-05,Chelab Rural Vaccination Center,466,256,228,238,28,0.1094
2021-11-15,MLD-01,Malard Central Health Center,858,540,463,395,77,0.1426
2021-11-15,MLD-02,Sabashahr Health Center,821,515,453,368,62,0.1204
2021-11-15,MLD-03,Vahedieh Health Center,668,392,339,329,53,0.1352
2021-11-15,MLD-04,Sadeghieh-e Malard Vaccination Center,680,434,405,275,29,0.0668
2021-11-15,MLD-05,Chelab Rural Vaccination Center,445,295,247,198,48,0.1627
2021-11-16,MLD-01,Malard Central Health Center,973,627,571,402,56,0.0893
2021-11-16,MLD-02,Sabashahr Health Center,731,443,403,328,40,0.0903
2021-11-16,MLD-03,Vahedieh Health Center,655,412,367,288,45,0.1092
2021-11-16,MLD-04,Sadeghieh-e Malard Vaccination Center,665,462,405,260,57,0.1234
2021-11-16,MLD-05,Chelab Rural Vaccination Center,457,293,253,204,40,0.1365
2021-11-17,MLD-01,Malard Central Health Center,957,498,465,492,33,0.0663
2021-11-17,MLD-02,Sabashahr Health Center,858,454,401,457,53,0.1167
2021-11-17,MLD-03,Vahedieh Health Center,621,402,354,267,48,0.1194
2021-11-17,MLD-04,Sadeghieh-e Malard Vaccination Center,615,306,267,348,39,0.1275
2021-11-17,MLD-05,Chelab Rural Vaccination Center,468,318,288,180,30,0.0943
2021-11-18,MLD-01,Malard Central Health Center,788,485,416,372,69,0.1423
2021-11-18,MLD-02,Sabashahr Health Center,682,422,381,301,41,0.0972
2021-11-18,MLD-03,Vahedieh Health Center,543,429,363,180,66,0.1538
2021-11-18,MLD-04,Sadeghieh-e Malard Vaccination Center,591,372,316,275,56,0.1505
2021-11-18,MLD-05,Chelab Rural Vaccination Center,397,247,200,197,47,0.1903
2021-11-19,MLD-01,Malard Central Health Center,315,188,165,150,23,0.1223
2021-11-19,MLD-02,Sabashahr Health Center,285,218,190,95,28,0.1284
2021-11-19,MLD-03,Vahedieh Health Center,239,127,112,127,15,0.1181
2021-11-19,MLD-04,Sadeghieh-e Malard Vaccination Center,238,149,135,103,14,0.094
2021-11-19,MLD-05,Chelab Rural Vaccination Center,161,116,102,59,14,0.1207
2021-11-20,MLD-01,Malard Central Health Center,972,504,451,521,53,0.1052
2021-11-20,MLD-02,Sabashahr Health Center,769,474,415,354,59,0.1245
2021-11-20,MLD-03,Vahedieh Health Center,656,385,333,323,52,0.1351
2021-11-20,MLD-04,Sadeghieh-e Malard Vaccination Center,645,339,293,352,46,0.1357
2021-11-20,MLD-05,Chelab Rural Vaccination Center,481,294,267,214,27,0.0918
2021-11-21,MLD-01,Malard Central Health Center,1096,604,527,569,77,0.1275
2021-11-21,MLD-02,Sabashahr Health Center,780,473,431,349,42,0.0888
2021-11-21,MLD-03,Vahedieh Health Center,570,366,316,254,50,0.1366
2021-11-21,MLD-04,Sadeghieh-e Malard Vaccination Center,644,416,369,275,47,0.113
2021-11-21,MLD-05,Chelab Rural Vaccination Center,420,267,240,180,27,0.1011
2021-11-22,MLD-01,Malard Central Health Center,838,524,472,366,52,0.0992
2021-11-22,MLD-02,Sabashahr Health Center,852,453,383,469,70,0.1545
2021-11-22,MLD-03,Vahedieh Health Center,716,410,344,372,66,0.161
2021-11-22,MLD-04,Sadeghieh-e Malard Vaccination Center,628,445,405,223,40,0.0899
2021-11-22,MLD-05,Chelab Rural Vaccination Center,451,225,205,246,20,0.0889
2021-11-23,MLD-01,Malard Central Health Center,887,479,412,475,67,0.1399
2021-11-23,MLD-02,Sabashahr Health Center,820,581,473,347,108,0.1859
2021-11-23,MLD-03,Vahedieh Health Center,678,488,425,253,63,0.1291
2021-11-23,MLD-04,Sadeghieh-e Malard Vaccination Center,595,440,392,203,48,0.1091
2021-11-23,MLD-05,Chelab Rural Vaccination Center,497,275,251,246,24,0.0873
2021-11-24,MLD-01,Malard Central Health Center,787,483,445,342,38,0.0787
2021-11-24,MLD-02,Sabashahr Health Center,766,567,505,261,62,0.1093
2021-11-24,MLD-03,Vahedieh Health Center,742,525,473,269,52,0.099
2021-11-24,MLD-04,Sadeghieh-e Malard Vaccination Center,603,426,370,233,56,0.1315
2021-11-24,MLD-05,Chelab Rural Vaccination Center,522,295,277,245,18,0.061
2021-11-25,MLD-01,Malard Central Health Center,869,619,502,367,117,0.189
2021-11-25,MLD-02,Sabashahr Health Center,631,419,338,293,81,0.1933
2021-11-25,MLD-03,Vahedieh Health Center,515,347,283,232,64,0.1844
2021-11-25,MLD-04,Sadeghieh-e Malard Vaccination Center,563,378,336,227,42,0.1111
2021-11-25,MLD-05,Chelab Rural Vaccination Center,357,226,190,167,36,0.1593
2021-11-26,MLD-01,Malard Central Health Center,342,219,192,150,27,0.1233
2021-11-26,MLD-02,Sabashahr Health Center,263,184,165,98,19,0.1033
2021-11-26,MLD-03,Vahedieh Health Center,227,141,129,98,12,0.0851
2021-11-26,MLD-04,Sadeghieh-e Malard Vaccination Center,202,146,128,74,18,0.1233
2021-11-26,MLD-05,Chelab Rural Vaccination Center,158,91,81,77,10,0.1099
2021-11-27,MLD-01,Malard Central Health Center,935,506,484,451,22,0.0435
2021-11-27,MLD-02,Sabashahr Health Center,717,509,454,263,55,0.1081
2021-11-27,MLD-03,Vahedieh Health Center,654,434,395,259,39,0.0899
2021-11-27,MLD-04,Sadeghieh-e Malard Vaccination Center,619,377,340,279,37,0.0981
2021-11-27,MLD-05,Chelab Rural Vaccination Center,491,276,249,242,27,0.0978
2021-11-28,MLD-01,Malard Central Health Center,849,485,429,420,56,0.1155
2021-11-28,MLD-02,Sabashahr Health Center,793,519,456,337,63,0.1214
2021-11-28,MLD-03,Vahedieh Health Center,647,371,352,295,19,0.0512
2021-11-28,MLD-04,Sadeghieh-e Malard Vaccination Center,686,404,373,313,31,0.0767
2021-11-28,MLD-05,Chelab Rural Vaccination Center,467,289,258,209,31,0.1073
2021-11-29,MLD-01,Malard Central Health Center,858,585,511,347,74,0.1265
2021-11-29,MLD-02,Sabashahr Health Center,819,523,467,352,56,0.1071
2021-11-29,MLD-03,Vahedieh Health Center,667,452,387,280,65,0.1438
2021-11-29,MLD-04,Sadeghieh-e Malard Vaccination Center,652,413,386,266,27,0.0654
2021-11-29,MLD-05,Chelab Rural Vaccination Center,450,331,281,169,50,0.1511
2021-11-30,MLD-01,Malard Central Health Center,811,485,434,377,51,0.1052
2021-11-30,MLD-02,Sabashahr Health Center,791,571,516,275,55,0.0963
2021-11-30,MLD-03,Vahedieh Health Center,782,447,405,377,42,0.094
2021-11-30,MLD-04,Sadeghieh-e Malard Vaccination Center,608,389,364,244,25,0.0643
2021-11-30,MLD-05,Chelab Rural Vaccination Center,507,328,287,220,41,0.125
2021-12-01,MLD-01,Malard Central Health Center,847,567,518,329,49,0.0864
2021-12-01,MLD-02,Sabashahr Health Center,781,539,488,293,51,0.0946
2021-12-01,MLD-03,Vahedieh Health Center,670,429,371,299,58,0.1352
2021-12-01,MLD-04,Sadeghieh-e Malard Vaccination Center,655,464,417,238,47,0.1013
2021-12-01,MLD-05,Chelab Rural Vaccination Center,448,326,296,152,30,0.092
2021-12-02,MLD-01,Malard Central Health Center,150,106,89,61,17,0.1604
2021-12-02,MLD-02,Sabashahr Health Center,117,82,67,50,15,0.1829
2021-12-02,MLD-03,Vahedieh Health Center,130,88,74,56,14,0.1591
2021-12-02,MLD-04,Sadeghieh-e Malard Vaccination Center,122,77,64,58,13,0.1688
2021-12-02,MLD-05,Chelab Rural Vaccination Center,92,53,44,48,9,0.1698
2021-12-03,MLD-01,Malard Central Health Center,309,201,168,141,33,0.1642
2021-12-03,MLD-02,Sabashahr Health Center,257,171,154,103,17,0.0994
2021-12-03,MLD-03,Vahedieh Health Center,212,157,144,68,13,0.0828
2021-12-03,MLD-04,Sadeghieh-e Malard Vaccination Center,228,157,142,86,15,0.0955
2021-12-03,MLD-05,Chelab Rural Vaccination Center,146,85,76,70,9,0.1059
2021-12-04,MLD-01,Malard Central Health Center,940,624,551,389,73,0.117
2021-12-04,MLD-02,Sabashahr Health Center,652,410,356,296,54,0.1317
2021-12-04,MLD-03,Vahedieh Health Center,655,430,372,283,58,0.1349
2021-12-04,MLD-04,Sadeghieh-e Malard Vaccination Center,570,359,311,259,48,0.1337
2021-12-04,MLD-05,Chelab Rural Vaccination Center,409,294,252,157,42,0.1429
2021-12-05,MLD-01,Malard Central Health Center,821,485,416,405,69,0.1423
2021-12-05,MLD-02,Sabashahr Health Center,765,470,420,345,50,0.1064
2021-12-05,MLD-03,Vahedieh Health Center,666,422,383,283,39,0.0924
2021-12-05,MLD-04,Sadeghieh-e Malard Vaccination Center,529,306,285,244,21,0.0686
2021-12-05,MLD-05,Chelab Rural Vaccination Center,452,259,226,226,33,0.1274
2021-12-06,MLD-01,Malard Central Health Center,872,627,515,357,112,0.1786
2021-12-06,MLD-02,Sabashahr Health Center,698,489,423,275,66,0.135
2021-12-06,MLD-03,Vahedieh Health Center,679,439,399,280,40,0.0911
2021-12-06,MLD-04,Sadeghieh-e Malard Vaccination Center,566,406,348,218,58,0.1429
2021-12-06,MLD-05,Chelab Rural Vaccination Center,416,228,206,210,22,0.0965
2021-12-07,MLD-01,Malard Central Health Center,740,412,350,390,62,0.1505
2021-12-07,MLD-02,Sabashahr Health Center,750,562,486,264,76,0.1352
2021-12-07,MLD-03,Vahedieh Health Center,641,414,370,271,44,0.1063
2021-12-07,MLD-04,Sadeghieh-e Malard Vaccination Center,610,380,363,247,17,0.0447
2021-12-07,MLD-05,Chelab Rural Vaccination Center,404,258,228,176,30,0.1163
2021-12-08,MLD-01,Malard Central Health Center,896,496,452,444,44,0.0887
2021-12-08,MLD-02,Sabashahr Health Center,733,532,494,239,38,0.0714
2021-12-08,MLD-03,Vahedieh Health Center,541,342,313,228,29,0.0848
2021-12-08,MLD-04,Sadeghieh-e Malard Vaccination Center,544,371,332,212,39,0.1051
2021-12-08,MLD-05,Chelab Rural Vaccination Center,414,316,271,143,45,0.1424
2021-12-09,MLD-01,Malard Central Health Center,707,451,394,313,57,0.1264
2021-12-09,MLD-02,Sabashahr Health Center,562,408,336,226,72,0.1765
2021-12-09,MLD-03,Vahedieh Health Center,493,317,281,212,36,0.1136
2021-12-09,MLD-04,Sadeghieh-e Malard Vaccination Center,506,323,274,232,49,0.1517
2021-12-09,MLD-05,Chelab Rural Vaccination Center,407,287,232,175,55,0.1916
