date,jalali_date,center_id,center_name,locality,vaccine_type,dose_number,doses_administered
2022-01-24,1400-11-04,MLD-03,Vahedieh Health Center,Vahedieh,Sinopharm,2nd Dose,21
2022-01-24,1400-11-04,MLD-03,Vahedieh Health Center,Vahedieh,Sinopharm,Booster,43
2022-01-24,1400-11-04,MLD-03,Vahedieh Health Center,Vahedieh,AstraZeneca,1st Dose,48
2022-01-24,1400-11-04,MLD-03,Vahedieh Health Center,Vahedieh,AstraZeneca,2nd Dose,31
2022-01-24,1400-11-04,MLD-03,Vahedieh Health Center,Vahedieh,AstraZeneca,Booster,61
2022-01-24,1400-11-04,MLD-03,Vahedieh Health Center,Vahedieh,COVIran Barekat,1st Dose,101
2022-01-24,1400-11-04,MLD-03,Vahedieh Health Center,Vahedieh,COVIran Barekat,2nd Dose,65
2022-01-24,1400-11-04,MLD-03,Vahedieh Health Center,Vahedieh,COVIran Barekat,Booster,129
2022-01-24,1400-11-04,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,Sinopharm,1st Dose,68
2022-01-24,1400-11-04,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,Sinopharm,2nd Dose,43
2022-01-24,1400-11-04,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,Sinopharm,Booster,86
2022-01-24,1400-11-04,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,AstraZeneca,1st Dose,34
2022-01-24,1400-11-04,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,AstraZeneca,2nd Dose,22
2022-01-24,1400-11-04,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,AstraZeneca,Booster,44
2022-01-24,1400-11-04,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,COVIran Barekat,1st Dose,107
2022-01-24,1400-11-04,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,COVIran Barekat,2nd Dose,69
2022-01-24,1400-11-04,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,COVIran Barekat,Booster,136
2022-01-24,1400-11-04,MLD-05,Chelab Rural Vaccination Center,Chelab,Sinopharm,1st Dose,65
2022-01-24,1400-11-04,MLD-05,Chelab Rural Vaccination Center,Chelab,Sinopharm,2nd Dose,42
2022-01-24,1400-11-04,MLD-05,Chelab Rural Vaccination Center,Chelab,Sinopharm,Booster,83
2022-01-24,1400-11-04,MLD-05,Chelab Rural Vaccination Center,Chelab,AstraZeneca,1st Dose,35
2022-01-24,1400-11-04,MLD-05,Chelab Rural Vaccination Center,Chelab,AstraZeneca,2nd Dose,22
2022-01-24,1400-11-04,MLD-05,Chelab Rural Vaccination Center,Chelab,AstraZeneca,Booster,44
2022-01-24,1400-11-04,MLD-05,Chelab Rural Vaccination Center,Chelab,COVIran Barekat,1st Dose,64
2022-01-24,1400-11-04,MLD-05,Chelab Rural Vaccination Center,Chelab,COVIran Barekat,2nd Dose,41
2022-01-24,1400-11-04,MLD-05,Chelab Rural Vaccination Center,Chelab,COVIran Barekat,Booster,81
2022-01-25,1400-11-05,MLD-01,Malard Central Health Center,Malard,Sinopharm,1st Dose,42
2022-01-25,1400-11-05,MLD-01,Malard Central Health Center,Malard,Sinopharm,2nd Dose,67
2022-01-25,1400-11-05,MLD-01,Malard Central Health Center,Malard,Sinopharm,Booster,87
2022-01-25,1400-11-05,MLD-01,Malard Central Health Center,Malard,AstraZeneca,1st Dose,25
2022-01-25,1400-11-05,MLD-01,Malard Central Health Center,Malard,AstraZeneca,2nd Dose,39
2022-01-25,1400-11-05,MLD-01,Malard Central Health Center,Malard,AstraZeneca,Booster,51
2022-01-25,1400-11-05,MLD-01,Malard Central Health Center,Malard,COVIran Barekat,1st Dose,96
2022-01-25,1400-11-05,MLD-01,Malard Central Health Center,Malard,COVIran Barekat,2nd Dose,152
2022-01-25,1400-11-05,MLD-01,Malard Central Health Center,Malard,COVIran Barekat,Booster,198
2022-01-25,1400-11-05,MLD-02,Sabashahr Health Center,Sabashahr,Sinopharm,1st Dose,58
2022-01-25,1400-11-05,MLD-02,Sabashahr Health Center,Sabashahr,Sinopharm,2nd Dose,92
2022-01-25,1400-11-05,MLD-02,Sabashahr Health Center,Sabashahr,Sinopharm,Booster,120
2022-01-25,1400-11-05,MLD-02,Sabashahr Health Center,Sabashahr,AstraZeneca,1st Dose,21
2022-01-25,1400-11-05,MLD-02,Sabashahr Health Center,Sabashahr,AstraZeneca,2nd Dose,33
2022-01-25,1400-11-05,MLD-02,Sabashahr Health Center,Sabashahr,AstraZeneca,Booster,42
2022-01-25,1400-11-05,MLD-02,Sabashahr Health Center,Sabashahr,COVIran Barekat,1st Dose,66
2022-01-25,1400-11-05,MLD-02,Sabashahr Health Center,Sabashahr,COVIran Barekat,2nd Dose,104
2022-01-25,1400-11-05,MLD-02,Sabashahr Health Center,Sabashahr,COVIran Barekat,Booster,136
2022-01-25,1400-11-05,MLD-03,Vahedieh Health Center,Vahedieh,Sinopharm,1st Dose,48
2022-01-25,1400-11-05,MLD-03,Vahedieh Health Center,Vahedieh,Sinopharm,2nd Dose,75
2022-01-25,1400-11-05,MLD-03,Vahedieh Health Center,Vahedieh,Sinopharm,Booster,98
2022-01-25,1400-11-05,MLD-03,Vahedieh Health Center,Vahedieh,AstraZeneca,1st Dose,20
2022-01-25,1400-11-05,MLD-03,Vahedieh Health Center,Vahedieh,AstraZeneca,2nd Dose,32
2022-01-25,1400-11-05,MLD-03,Vahedieh Health Center,Vahedieh,AstraZeneca,Booster,42
2022-01-25,1400-11-05,MLD-03,Vahedieh Health Center,Vahedieh,COVIran Barekat,1st Dose,63
2022-01-25,1400-11-05,MLD-03,Vahedieh Health Center,Vahedieh,COVIran Barekat,2nd Dose,99
2022-01-25,1400-11-05,MLD-03,Vahedieh Health Center,Vahedieh,COVIran Barekat,Booster,128
2022-01-25,1400-11-05,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,Sinopharm,1st Dose,29
2022-01-25,1400-11-05,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,Sinopharm,2nd Dose,45
2022-01-25,1400-11-05,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,Sinopharm,Booster,59
2022-01-25,1400-11-05,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,AstraZeneca,1st Dose,28
2022-01-25,1400-11-05,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,AstraZeneca,2nd Dose,45
2022-01-25,1400-11-05,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,AstraZeneca,Booster,58
2022-01-25,1400-11-05,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,COVIran Barekat,1st Dose,58
2022-01-25,1400-11-05,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,COVIran Barekat,2nd Dose,91
2022-01-25,1400-11-05,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,COVIran Barekat,Booster,119
2022-01-25,1400-11-05,MLD-05,Chelab Rural Vaccination Center,Chelab,Sinopharm,1st Dose,26
2022-01-25,1400-11-05,MLD-05,Chelab Rural Vaccination Center,Chelab,Sinopharm,2nd Dose,41
2022-01-25,1400-11-05,MLD-05,Chelab Rural Vaccination Center,Chelab,Sinopharm,Booster,54
2022-01-25,1400-11-05,MLD-05,Chelab Rural Vaccination Center,Chelab,AstraZeneca,1st Dose,18
2022-01-25,1400-11-05,MLD-05,Chelab Rural Vaccination Center,Chelab,AstraZeneca,2nd Dose,28
2022-01-25,1400-11-05,MLD-05,Chelab Rural Vaccination Center,Chelab,AstraZeneca,Booster,36
2022-01-25,1400-11-05,MLD-05,Chelab Rural Vaccination Center,Chelab,COVIran Barekat,1st Dose,55
2022-01-25,1400-11-05,MLD-05,Chelab Rural Vaccination Center,Chelab,COVIran Barekat,2nd Dose,87
2022-01-25,1400-11-05,MLD-05,Chelab Rural Vaccination Center,Chelab,COVIran Barekat,Booster,113
2022-01-26,1400-11-06,MLD-01,Malard Central Health Center,Malard,Sinopharm,1st Dose,73
2022-01-26,1400-11-06,MLD-01,Malard Central Health Center,Malard,Sinopharm,2nd Dose,47
2022-01-26,1400-11-06,MLD-01,Malard Central Health Center,Malard,Sinopharm,Booster,98
2022-01-26,1400-11-06,MLD-01,Malard Central Health Center,Malard,AstraZeneca,1st Dose,73
2022-01-26,1400-11-06,MLD-01,Malard Central Health Center,Malard,AstraZeneca,2nd Dose,47
2022-01-26,1400-11-06,MLD-01,Malard Central Health Center,Malard,AstraZeneca,Booster,97
2022-01-26,1400-11-06,MLD-01,Malard Central Health Center,Malard,COVIran Barekat,1st Dose,120
2022-01-26,1400-11-06,MLD-01,Malard Central Health Center,Malard,COVIran Barekat,2nd Dose,78
2022-01-26,1400-11-06,MLD-01,Malard Central Health Center,Malard,COVIran Barekat,Booster,161
2022-01-26,1400-11-06,MLD-02,Sabashahr Health Center,Sabashahr,Sinopharm,1st Dose,42
2022-01-26,1400-11-06,MLD-02,Sabashahr Health Center,Sabashahr,Sinopharm,2nd Dose,27
2022-01-26,1400-11-06,MLD-02,Sabashahr Health Center,Sabashahr,Sinopharm,Booster,57
2022-01-26,1400-11-06,MLD-02,Sabashahr Health Center,Sabashahr,AstraZeneca,1st Dose,63
2022-01-26,1400-11-06,MLD-02,Sabashahr Health Center,Sabashahr,AstraZeneca,2nd Dose,41
2022-01-26,1400-11-06,MLD-02,Sabashahr Health Center,Sabashahr,AstraZeneca,Booster,84
2022-01-26,1400-11-06,MLD-02,Sabashahr Health Center,Sabashahr,COVIran Barekat,1st Dose,115
2022-01-26,1400-11-06,MLD-02,Sabashahr Health Center,Sabashahr,COVIran Barekat,2nd Dose,74
2022-01-26,1400-11-06,MLD-02,Sabashahr Health Center,Sabashahr,COVIran Barekat,Booster,155
2022-01-26,1400-11-06,MLD-03,Vahedieh Health Center,Vahedieh,Sinopharm,1st Dose,39
2022-01-26,1400-11-06,MLD-03,Vahedieh Health Center,Vahedieh,Sinopharm,2nd Dose,25
2022-01-26,1400-11-06,MLD-03,Vahedieh Health Center,Vahedieh,Sinopharm,Booster,52
2022-01-26,1400-11-06,MLD-03,Vahedieh Health Center,Vahedieh,AstraZeneca,1st Dose,38
2022-01-26,1400-11-06,MLD-03,Vahedieh Health Center,Vahedieh,AstraZeneca,2nd Dose,25
2022-01-26,1400-11-06,MLD-03,Vahedieh Health Center,Vahedieh,AstraZeneca,Booster,51
2022-01-26,1400-11-06,MLD-03,Vahedieh Health Center,Vahedieh,COVIran Barekat,1st Dose,137
2022-01-26,1400-11-06,MLD-03,Vahedieh Health Center,Vahedieh,COVIran Barekat,2nd Dose,89
2022-01-26,1400-11-06,MLD-03,Vahedieh Health Center,Vahedieh,COVIran Barekat,Booster,185
2022-01-26,1400-11-06,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,Sinopharm,1st Dose,44
2022-01-26,1400-11-06,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,Sinopharm,2nd Dose,28
2022-01-26,1400-11-06,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,Sinopharm,Booster,58
2022-01-26,1400-11-06,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,AstraZeneca,1st Dose,35
2022-01-26,1400-11-06,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,AstraZeneca,2nd Dose,23
2022-01-26,1400-11-06,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,AstraZeneca,Booster,47
2022-01-26,1400-11-06,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,COVIran Barekat,1st Dose,101
2022-01-26,1400-11-06,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,COVIran Barekat,2nd Dose,65
2022-01-26,1400-11-06,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,COVIran Barekat,Booster,135
2022-01-26,1400-11-06,MLD-05,Chelab Rural Vaccination Center,Chelab,Sinopharm,1st Dose,26
2022-01-26,1400-11-06,MLD-05,Chelab Rural Vaccination Center,Chelab,Sinopharm,2nd Dose,17
2022-01-26,1400-11-06,MLD-05,Chelab Rural Vaccination Center,Chelab,Sinopharm,Booster,36
2022-01-26,1400-11-06,MLD-05,Chelab Rural Vaccination Center,Chelab,AstraZeneca,1st Dose,35
2022-01-26,1400-11-06,MLD-05,Chelab Rural Vaccination Center,Chelab,AstraZeneca,2nd Dose,22
2022-01-26,1400-11-06,MLD-05,Chelab Rural Vaccination Center,Chelab,AstraZeneca,Booster,46
2022-01-26,1400-11-06,MLD-05,Chelab Rural Vaccination Center,Chelab,COVIran Barekat,1st Dose,72
2022-01-26,1400-11-06,MLD-05,Chelab Rural Vaccination Center,Chelab,COVIran Barekat,2nd Dose,47
2022-01-26,1400-11-06,MLD-05,Chelab Rural Vaccination Center,Chelab,COVIran Barekat,Booster,97
2022-01-27,1400-11-07,MLD-01,Malard Central Health Center,Malard,Sinopharm,1st Dose,32
2022-01-27,1400-11-07,MLD-01,Malard Central Health Center,Malard,Sinopharm,2nd Dose,83
2022-01-27,1400-11-07,MLD-01,Malard Central Health Center,Malard,Sinopharm,Booster,97
2022-01-27,1400-11-07,MLD-01,Malard Central Health Center,Malard,AstraZeneca,1st Dose,20
2022-01-27,1400-11-07,MLD-01,Malard Central Health Center,Malard,AstraZeneca,2nd Dose,50
2022-01-27,1400-11-07,MLD-01,Malard Central Health Center,Malard,AstraZeneca,Booster,58
2022-01-27,1400-11-07,MLD-01,Malard Central Health Center,Malard,COVIran Barekat,1st Dose,46
2022-01-27,1400-11-07,MLD-01,Malard Central Health Center,Malard,COVIran Barekat,2nd Dose,119
2022-01-27,1400-11-07,MLD-01,Malard Central Health Center,Malard,COVIran Barekat,Booster,138
2022-01-27,1400-11-07,MLD-02,Sabashahr Health Center,Sabashahr,Sinopharm,1st Dose,23
2022-01-27,1400-11-07,MLD-02,Sabashahr Health Center,Sabashahr,Sinopharm,2nd Dose,60
2022-01-27,1400-11-07,MLD-02,Sabashahr Health Center,Sabashahr,Sinopharm,Booster,69
2022-01-27,1400-11-07,MLD-02,Sabashahr Health Center,Sabashahr,AstraZeneca,1st Dose,20
2022-01-27,1400-11-07,MLD-02,Sabashahr Health Center,Sabashahr,AstraZeneca,2nd Dose,52
2022-01-27,1400-11-07,MLD-02,Sabashahr Health Center,Sabashahr,AstraZeneca,Booster,60
2022-01-27,1400-11-07,MLD-02,Sabashahr Health Center,Sabashahr,COVIran Barekat,1st Dose,47
2022-01-27,1400-11-07,MLD-02,Sabashahr Health Center,Sabashahr,COVIran Barekat,2nd Dose,121
2022-01-27,1400-11-07,MLD-02,Sabashahr Health Center,Sabashahr,COVIran Barekat,Booster,140
2022-01-27,1400-11-07,MLD-03,Vahedieh Health Center,Vahedieh,Sinopharm,1st Dose,13
2022-01-27,1400-11-07,MLD-03,Vahedieh Health Center,Vahedieh,Sinopharm,2nd Dose,33
2022-01-27,1400-11-07,MLD-03,Vahedieh Health Center,Vahedieh,Sinopharm,Booster,38
2022-01-27,1400-11-07,MLD-03,Vahedieh Health Center,Vahedieh,AstraZeneca,1st Dose,16
2022-01-27,1400-11-07,MLD-03,Vahedieh Health Center,Vahedieh,AstraZeneca,2nd Dose,42
2022-01-27,1400-11-07,MLD-03,Vahedieh Health Center,Vahedieh,AstraZeneca,Booster,48
2022-01-27,1400-11-07,MLD-03,Vahedieh Health Center,Vahedieh,COVIran Barekat,1st Dose,42
2022-01-27,1400-11-07,MLD-03,Vahedieh Health Center,Vahedieh,COVIran Barekat,2nd Dose,108
2022-01-27,1400-11-07,MLD-03,Vahedieh Health Center,Vahedieh,COVIran Barekat,Booster,125
2022-01-27,1400-11-07,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,Sinopharm,1st Dose,15
2022-01-27,1400-11-07,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,Sinopharm,2nd Dose,38
2022-01-27,1400-11-07,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,Sinopharm,Booster,44
2022-01-27,1400-11-07,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,AstraZeneca,1st Dose,12
2022-01-27,1400-11-07,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,AstraZeneca,2nd Dose,31
2022-01-27,1400-11-07,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,AstraZeneca,Booster,35
2022-01-27,1400-11-07,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,COVIran Barekat,1st Dose,54
2022-01-27,1400-11-07,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,COVIran Barekat,2nd Dose,139
2022-01-27,1400-11-07,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,COVIran Barekat,Booster,162
2022-01-27,1400-11-07,MLD-05,Chelab Rural Vaccination Center,Chelab,Sinopharm,1st Dose,22
2022-01-27,1400-11-07,MLD-05,Chelab Rural Vaccination Center,Chelab,Sinopharm,2nd Dose,57
2022-01-27,1400-11-07,MLD-05,Chelab Rural Vaccination Center,Chelab,Sinopharm,Booster,67
2022-01-27,1400-11-07,MLD-05,Chelab Rural Vaccination Center,Chelab,AstraZeneca,1st Dose,6
2022-01-27,1400-11-07,MLD-05,Chelab Rural Vaccination Center,Chelab,AstraZeneca,2nd Dose,15
2022-01-27,1400-11-07,MLD-05,Chelab Rural Vaccination Center,Chelab,AstraZeneca,Booster,17
2022-01-27,1400-11-07,MLD-05,Chelab Rural Vaccination Center,Chelab,COVIran Barekat,1st Dose,25
2022-01-27,1400-11-07,MLD-05,Chelab Rural Vaccination Center,Chelab,COVIran Barekat,2nd Dose,64
2022-01-27,1400-11-07,MLD-05,Chelab Rural Vaccination Center,Chelab,COVIran Barekat,Booster,74
2022-01-28,1400-11-08,MLD-01,Malard Central Health Center,Malard,Sinopharm,1st Dose,18
2022-01-28,1400-11-08,MLD-01,Malard Central Health Center,Malard,Sinopharm,2nd Dose,36
2022-01-28,1400-11-08,MLD-01,Malard Central Health Center,Malard,Sinopharm,Booster,46
2022-01-28,1400-11-08,MLD-01,Malard Central Health Center,Malard,AstraZeneca,1st Dose,7
2022-01-28,1400-11-08,MLD-01,Malard Central Health Center,Malard,AstraZeneca,2nd Dose,15
2022-01-28,1400-11-08,MLD-01,Malard Central Health Center,Malard,AstraZeneca,Booster,18
2022-01-28,1400-11-08,MLD-01,Malard Central Health Center,Malard,COVIran Barekat,1st Dose,25
2022-01-28,1400-11-08,MLD-01,Malard Central Health Center,Malard,COVIran Barekat,2nd Dose,50
2022-01-28,1400-11-08,MLD-01,Malard Central Health Center,Malard,COVIran Barekat,Booster,64
2022-01-28,1400-11-08,MLD-02,Sabashahr Health Center,Sabashahr,Sinopharm,1st Dose,5
2022-01-28,1400-11-08,MLD-02,Sabashahr Health Center,Sabashahr,Sinopharm,2nd Dose,11
2022-01-28,1400-11-08,MLD-02,Sabashahr Health Center,Sabashahr,Sinopharm,Booster,13
2022-01-28,1400-11-08,MLD-02,Sabashahr Health Center,Sabashahr,AstraZeneca,1st Dose,13
2022-01-28,1400-11-08,MLD-02,Sabashahr Health Center,Sabashahr,AstraZeneca,2nd Dose,26
2022-01-28,1400-11-08,MLD-02,Sabashahr Health Center,Sabashahr,AstraZeneca,Booster,33
2022-01-28,1400-11-08,MLD-02,Sabashahr Health Center,Sabashahr,COVIran Barekat,1st Dose,28
2022-01-28,1400-11-08,MLD-02,Sabashahr Health Center,Sabashahr,COVIran Barekat,2nd Dose,58
2022-01-28,1400-11-08,MLD-02,Sabashahr Health Center,Sabashahr,COVIran Barekat,Booster,74
2022-01-28,1400-11-08,MLD-03,Vahedieh Health Center,Vahedieh,Sinopharm,1st Dose,7
2022-01-28,1400-11-08,MLD-03,Vahedieh Health Center,Vahedieh,Sinopharm,2nd Dose,15
2022-01-28,1400-11-08,MLD-03,Vahedieh Health Center,Vahedieh,Sinopharm,Booster,19
2022-01-28,1400-11-08,MLD-03,Vahedieh Health Center,Vahedieh,AstraZeneca,1st Dose,8
2022-01-28,1400-11-08,MLD-03,Vahedieh Health Center,Vahedieh,AstraZeneca,2nd Dose,17
2022-01-28,1400-11-08,MLD-03,Vahedieh Health Center,Vahedieh,AstraZeneca,Booster,21
2022-01-28,1400-11-08,MLD-03,Vahedieh Health Center,Vahedieh,COVIran Barekat,1st Dose,20
2022-01-28,1400-11-08,MLD-03,Vahedieh Health Center,Vahedieh,COVIran Barekat,2nd Dose,42
2022-01-28,1400-11-08,MLD-03,Vahedieh Health Center,Vahedieh,COVIran Barekat,Booster,53
2022-01-28,1400-11-08,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,Sinopharm,1st Dose,10
2022-01-28,1400-11-08,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,Sinopharm,2nd Dose,22
2022-01-28,1400-11-08,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,Sinopharm,Booster,27
2022-01-28,1400-11-08,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,AstraZeneca,1st Dose,6
2022-01-28,1400-11-08,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,AstraZeneca,2nd Dose,12
2022-01-28,1400-11-08,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,AstraZeneca,Booster,16
2022-01-28,1400-11-08,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,COVIran Barekat,1st Dose,17
2022-01-28,1400-11-08,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,COVIran Barekat,2nd Dose,36
2022-01-28,1400-11-08,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,COVIran Barekat,Booster,46
2022-01-28,1400-11-08,MLD-05,Chelab Rural Vaccination Center,Chelab,Sinopharm,1st Dose,3
2022-01-28,1400-11-08,MLD-05,Chelab Rural Vaccination Center,Chelab,Sinopharm,2nd Dose,6
2022-01-28,1400-11-08,MLD-05,Chelab Rural Vaccination Center,Chelab,Sinopharm,Booster,8
2022-01-28,1400-11-08,MLD-05,Chelab Rural Vaccination Center,Chelab,AstraZeneca,1st Dose,8
2022-01-28,1400-11-08,MLD-05,Chelab Rural Vaccination Center,Chelab,AstraZeneca,2nd Dose,17
2022-01-28,1400-11-08,MLD-05,Chelab Rural Vaccination Center,Chelab,AstraZeneca,Booster,22
2022-01-28,1400-11-08,MLD-05,Chelab Rural Vaccination Center,Chelab,COVIran Barekat,1st Dose,14
2022-01-28,1400-11-08,MLD-05,Chelab Rural Vaccination Center,Chelab,COVIran Barekat,2nd Dose,30
2022-01-28,1400-11-08,MLD-05,Chelab Rural Vaccination Center,Chelab,COVIran Barekat,Booster,37
2022-01-29,1400-11-09,MLD-01,Malard Central Health Center,Malard,Sinopharm,1st Dose,93
2022-01-29,1400-11-09,MLD-01,Malard Central Health Center,Malard,Sinopharm,2nd Dose,12
2022-01-29,1400-11-09,MLD-01,Malard Central Health Center,Malard,Sinopharm,Booster,91
2022-01-29,1400-11-09,MLD-01,Malard Central Health Center,Malard,AstraZeneca,1st Dose,127
2022-01-29,1400-11-09,MLD-01,Malard Central Health Center,Malard,AstraZeneca,2nd Dose,16
2022-01-29,1400-11-09,MLD-01,Malard Central Health Center,Malard,AstraZeneca,Booster,125
2022-01-29,1400-11-09,MLD-01,Malard Central Health Center,Malard,COVIran Barekat,1st Dose,191
2022-01-29,1400-11-09,MLD-01,Malard Central Health Center,Malard,COVIran Barekat,2nd Dose,25
2022-01-29,1400-11-09,MLD-01,Malard Central Health Center,Malard,COVIran Barekat,Booster,189
2022-01-29,1400-11-09,MLD-02,Sabashahr Health Center,Sabashahr,Sinopharm,1st Dose,79
2022-01-29,1400-11-09,MLD-02,Sabashahr Health Center,Sabashahr,Sinopharm,2nd Dose,10
2022-01-29,1400-11-09,MLD-02,Sabashahr Health Center,Sabashahr,Sinopharm,Booster,78
2022-01-29,1400-11-09,MLD-02,Sabashahr Health Center,Sabashahr,AstraZeneca,1st Dose,121
2022-01-29,1400-11-09,MLD-02,Sabashahr Health Center,Sabashahr,AstraZeneca,2nd Dose,16
2022-01-29,1400-11-09,MLD-02,Sabashahr Health Center,Sabashahr,AstraZeneca,Booster,120
2022-01-29,1400-11-09,MLD-02,Sabashahr Health Center,Sabashahr,COVIran Barekat,1st Dose,124
2022-01-29,1400-11-09,MLD-02,Sabashahr Health Center,Sabashahr,COVIran Barekat,2nd Dose,16
2022-01-29,1400-11-09,MLD-02,Sabashahr Health Center,Sabashahr,COVIran Barekat,Booster,123
2022-01-29,1400-11-09,MLD-03,Vahedieh Health Center,Vahedieh,Sinopharm,1st Dose,61
2022-01-29,1400-11-09,MLD-03,Vahedieh Health Center,Vahedieh,Sinopharm,2nd Dose,8
2022-01-29,1400-11-09,MLD-03,Vahedieh Health Center,Vahedieh,Sinopharm,Booster,61
2022-01-29,1400-11-09,MLD-03,Vahedieh Health Center,Vahedieh,AstraZeneca,1st Dose,54
2022-01-29,1400-11-09,MLD-03,Vahedieh Health Center,Vahedieh,AstraZeneca,2nd Dose,7
2022-01-29,1400-11-09,MLD-03,Vahedieh Health Center,Vahedieh,AstraZeneca,Booster,53
2022-01-29,1400-11-09,MLD-03,Vahedieh Health Center,Vahedieh,COVIran Barekat,1st Dose,164
2022-01-29,1400-11-09,MLD-03,Vahedieh Health Center,Vahedieh,COVIran Barekat,2nd Dose,21
2022-01-29,1400-11-09,MLD-03,Vahedieh Health Center,Vahedieh,COVIran Barekat,Booster,162
2022-01-29,1400-11-09,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,Sinopharm,1st Dose,125
2022-01-29,1400-11-09,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,Sinopharm,2nd Dose,16
2022-01-29,1400-11-09,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,Sinopharm,Booster,123
2022-01-29,1400-11-09,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,AstraZeneca,1st Dose,43
2022-01-29,1400-11-09,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,AstraZeneca,2nd Dose,6
2022-01-29,1400-11-09,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,AstraZeneca,Booster,43
2022-01-29,1400-11-09,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,COVIran Barekat,1st Dose,108
2022-01-29,1400-11-09,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,COVIran Barekat,2nd Dose,14
2022-01-29,1400-11-09,MLD-04,Sadeghieh-e Malard Vaccination Center,Sadeghieh,COVIran Barekat,Booster,107
2022-01-29,1400-11-09,MLD-05,Chelab Rural Vaccination Center,Chelab,Sinopharm,1st Dose,56
2022-01-29,1400-11-09,MLD-05,Chelab Rural Vaccination Center,Chelab,Sinopharm,2nd Dose,7
2022-01-29,1400-11-09,MLD-05,Chelab Rural Vaccination Center,Chelab,Sinopharm,Booster,55
2022-01-29,1400-11-09,MLD-05,Chelab Rural Vaccination Center,Chelab,AstraZeneca,1st Dose,51
2022-01-29,1400-11-09,MLD-05,Chelab Rural Vaccination Center,Chelab,AstraZeneca,2nd Dose,7
2022-01-29,1400-11-09,MLD-05,Chelab Rural Vaccination Center,Chelab,AstraZeneca,Booster,50
2022-01-29,1400-11-09,MLD-05,Chelab Rural Vaccination Center,Chelab,COVIran Barekat,1st Dose,90
2022-01-29,1400-11-09,MLD-05,Chelab Rural Vaccination Center,Chelab,COVIran Barekat,2nd Dose,12
2022-01-29,1400-11-09,MLD-05,Chelab Rural Vaccination Center,Chelab,COVIran Barekat,Booster,89
